song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key
A Sky Full of Stars,Coldplay ,0FDzzruyVECATHXKHFs9eJ,267.867,0.675,124.97,1,4,0.162,6
Anaconda,Nicki Minaj ,794F99D5BQHS5ZGRXAs7I5,260.24,0.605,129.994,1,4,0.646,9
Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty ,7wsmIIm0xWmtP7TmACXkJn,206.702,0.617,138.066,1,4,0.866,0
Beautiful,Bazzi ,4VUwkH455At9kENOfzTqmF,180.0,0.717,100.027,1,4,0.249,2
What A Man Gotta Do,Jonas Brothers ,4wNIkl5XGiAACjFBlDWuSd,180.645,0.698,113.039,1,4,0.324,9
I Wanna Be Yours,Arctic Monkeys ,5XeFesFbtLpXzIVDNQP22n,183.956,0.417,67.528,0,4,0.479,0
Somebody,Internet Money ,44b5itlYXwofZZoPFsNzcT,174.333,0.673,89.878,0,4,0.315,6
Promise,Kid Ink ,5IZc3KIVFhjzJ0L2kiXzUl,224.24,0.469,103.057,1,4,0.481,8
One Of Them Girls,Lee Brice ,6uyiyatWPCqC59Mm4rO8xL,188.893,0.79,95.981,1,4,0.808,4
Immortal,21 Savage ,4IO8X9W69dIQe0EC5ALXhq,254.723,0.87,184.194,0,4,0.663,6
Thousand Miles,The Kid LAROI ,1r8ZCjfrQxoy2wVaBUbpwg,164.782,0.657,80.565,1,4,0.203,7
Beat Box 3,SpotemGottem ,6toQdWWc4noiOk3Eo5mVDS,200.424,0.426,160.051,1,4,0.201,1
Grapejuice,Harry Styles ,4j6kId9QIqhoXvqHKgSKa0,191.959,0.721,182.928,1,4,0.88,5
DESPECHÁ,ROSALÍA ,53tfEupEzQRtVFOeZvk7xq,156.788,0.622,130.04,1,4,0.77,7
When We Were Young,Adele ,7GgWAITsYJaRM3r50rfh5w,290.9,0.595,144.361,1,4,0.265,3
Diamonds Dancing,Drake ,2AGottAzfC8bHzF7kEJ3Wa,314.632,0.358,136.036,1,4,0.171,1
Champions,Kanye West ,2nBI3iWLhupR7LyAJ5GGkE,334.253,0.774,134.952,0,4,0.349,6
Marie  2002,Anne,2BgEsaKNfHUdlh97KmvFyo,186.987,0.683,96.133,0,4,0.603,1
Too Much Sauce,DJ ESCO ,5oyUurs28XRagLa8lgm6V3,223.093,0.547,121.01,0,4,0.186,6
Into the Unknown,Idina Menzel ,3Z0oQ8r78OUaHvGPiDBR3W,194.848,0.405,145.104,0,5,0.274,10
Uma Thurman,Fall Out Boy ,5PUawWFG1oIS2NwEcyHaCr,211.573,0.962,149.963,0,4,0.676,4
Water Under the Bridge,Adele ,4jL6WWKFDqCOPo2hC3VhSS,240.439,0.833,94.963,0,4,0.538,5
Motiv8,J. Cole ,1AT4xjNarTswd0UZ5FlmKF,133.922,0.385,149.897,1,4,0.596,4
All Night,Chance the Rapper ,60xaS8mYBKUW4VQQ666N0T,141.542,0.777,111.921,1,4,0.392,2
"Honey, I'm Good.",Andy Grammer ,4Tt6GiWS2V9sQjZjS2xjp2,199.263,0.802,122.026,1,4,0.583,9
You Don't Own Me,SAYGRACE ,6KI1ZpZWYAJLvmVhCJz65G,201.493,0.635,186.249,1,3,0.261,7
The Greatest,Sia ,6bLopGnirdrilrpdVB6Um1,210.92,0.785,191.95,0,4,0.686,10
Back Up,DeJ Loaf ,0sr5LOMv4x0jmTYfe6oOvP,241.267,0.535,80.012,1,4,0.435,9
Opp Stoppa,YBN Nahmir ,78p1rF7xx1snnaKxtUzBHn,135.418,0.343,78.061,1,4,0.309,0
Ex's & Oh's,Elle King ,70eDxAyAraNTiD6lx2ZEnH,202.173,0.921,139.988,1,4,0.446,7
Die Young,Sleepy Hallow ,6EbVuwU7EnKeF2hdpViXCH,148.817,0.582,77.471,1,4,0.675,11
Wockesha,Moneybagg Yo ,0nqhKXDjsyBMvbeWmgijD0,180.93,0.537,82.103,1,4,0.771,0
Make Me (Cry),Noah Cyrus ,2BrzlUj1u1CtvaJDGIKpsP,242.081,0.471,152.881,1,4,0.209,0
Me or Sum,Nardo Wick ,2HHLfzE7PkljuqyYU4vwmh,225.533,0.573,160.333,1,4,0.373,1
Si Veo a Tu Mamá,Bad Bunny ,41wtwzCZkXwpnakmwJ239F,170.972,0.603,129.928,1,4,0.824,2
Do Not Disturb,Drake ,2KvHC9z14GSl4YpkNMX384,283.551,0.693,170.982,0,4,0.454,7
Can’t Take A Joke,Drake ,1dUHF4RyMmMTveJ0Rby6Xm,163.974,0.598,173.897,0,4,0.446,10
The Greatest,Sia ,6bLopGnirdrilrpdVB6Um1,210.92,0.785,191.95,0,4,0.686,10
Am I Wrong,Nico & Vinz ,1fidCEsYlaVE3pHwKCvpFZ,245.867,0.675,119.968,1,4,0.779,8
Crying in the Club,Camila Cabello ,1SJtlNRJDeYHioymcvsqev,216.391,0.617,85.227,0,4,0.603,6
Don't Cry,Lil Wayne ,5BQrp63SHCVf4bzCzJePne,249.45,0.71,112.014,1,4,0.233,8
1950,King Princess ,0CZ8lquoTX2Dkg7Ak2inwA,225.133,0.535,71.912,1,4,0.269,4
Échame La Culpa,Luis Fonsi ,0mlAOSILGRys2IbvyOT5VJ,173.8,0.897,96.006,1,4,0.649,0
The Heart Wants What It Wants,Selena Gomez ,6wJwkMo278iWVlWl1XQ4WA,227.373,0.789,83.066,0,4,0.621,7
Whiskey On You,Nate Smith ,0unNLQbn2xlm2nPcB1pdjS,183.787,0.751,110.025,1,4,0.569,8
Demons and Angels,A Boogie Wit da Hoodie ,3L19besdNQzd342qL78xqm,214.593,0.55,76.503,0,4,0.183,2
Budapest,George Ezra ,2ixsaeFioXJmMgkkbd4uj1,200.733,0.455,127.812,1,4,0.389,5
Cloud 9,Beach Bunny ,6vFsBXYczYsP0H3lgunZOm,147.351,0.929,80.974,1,4,0.902,4
Hats Off,Lil Baby ,4lUmnwRybYH7mMzf16xB0y,257.428,0.65,133.997,1,4,0.188,9
Heroes (we could be),Alesso ,3zU9rdflI65tK4dkkNSp77,210.013,0.748,125.896,1,4,0.356,5
Good As Hell,Lizzo ,6KgBpzTuTRPebChN0VTyzV,159.736,0.919,95.982,0,4,0.535,0
Loco Contigo,DJ Snake ,6osaMSJh9NguagEDQcZaKx,185.195,0.758,192.091,1,4,0.371,11
Secreto,Anuel AA ,5W83ErFkO3aKAIS1WMi6u0,258.8,0.803,91.987,1,4,0.706,11
"fuck, i'm lonely",Lauv ,2RNsweBBb1a6tAHXQtt2xH,198.973,0.547,94.992,1,4,0.718,9
A Thousand Bad Times,Post Malone ,6D42hmiW8dzbS4E1OZ3Heb,221.173,0.733,159.045,1,4,0.31,6
Freaky,Tory Lanez ,0NJp8GyCOWnQh71xKSPfuV,173.926,0.563,104.991,1,4,0.363,8
Geronimo,Sheppard ,19cL3SOKpwnwoKkII7U3Wh,218.228,0.78,142.028,1,4,0.457,7
Wasted Times,The Weeknd ,7DKS0rX27cCEPsK0R6tFWS,220.293,0.678,122.585,0,4,0.29,10
BEST ON EARTH,Russ ,0xKBkLcF71uUQeTA7FSu4A,160.72,0.748,90.006,0,4,0.597,5
Immortal,J. Cole ,6AGON2BGdPmPMJGiiNuuwl,201.667,0.43,92.039,0,4,0.266,3
One Last Time,Ariana Grande ,7xoUc6faLbCqZO6fQEYprd,197.267,0.593,125.026,1,4,0.104,8
La Difícil,Bad Bunny ,6NfrH0ANGmgBXyxgV2PeXt,163.084,0.848,179.87,0,4,0.761,8
Walk,Comethazine ,0sVcnEo2jnUnr3p7uVDZ9o,96.064,0.795,160.099,1,4,0.739,1
fake smile,Ariana Grande ,3wFLWP0FcIqHK1wb1CPthQ,208.88,0.619,83.3,1,4,0.427,9
Nothing Breaks Like a Heart,Mark Ronson ,02dRkCEc8Q5ch4TTcnLxOn,217.099,0.794,114.066,0,4,0.244,7
a m a r i,J. Cole ,2cnKST6T9qUo2i907lm8zX,148.421,0.713,65.988,0,4,0.207,4
Pompeii,Bastille ,3gbBpTdY8lnQwqxNCcf795,214.148,0.715,127.435,1,4,0.571,9
Elevate,Drake ,3szf2z1Cy1QMrtHrbn8rz9,184.96,0.474,76.061,1,4,0.0542,1
$ave Dat Money,Lil Dicky ,1TkWsnheqK0gBtvh07BtNX,290.836,0.697,98.013,1,4,0.364,2
Hide,Juice WRLD ,6rz0dTA0PdhXImFV5EjM0w,205.8,0.639,149.996,0,4,0.151,5
Know No Better,Major Lazer ,6BKeNWeUqxmvQ09Gxd3ZGX,225.85,0.814,119.041,0,4,0.483,7
Reminds Me Of You,Juice WRLD ,5YSHygGN9D0mID1NsVd5my,158.033,0.631,149.992,1,4,0.33,4
Rap God,Eminem ,6or1bKJiZ06IlK0vFvY75k,363.521,0.843,148.14,1,4,0.625,7
The Night Is Still Young,Nicki Minaj ,4bBrKDo8rchikwZOtmXbIH,227.56,0.692,128.016,0,4,0.693,1
Stay High,Juice WRLD ,21CkzgKCBCq5V4XKjiGSIj,168.685,0.5,76.968,1,4,0.433,8
Calm Down,Rema ,6hgoYQDUcPyCz7LcTUHKxa,219.813,0.781,107.007,1,4,0.824,11
Party,Chris Brown ,1KhljCoJ2TgDEldnnfTHHc,221.178,0.576,142.096,0,4,0.316,1
Futsal Shuffle 2020  Bonus Track,Lil Uzi Vert ,2fOlBMkWR7lXJfqp5VTbDG,198.913,0.448,136.985,0,4,0.278,7
Racks In The Middle,Nipsey Hussle ,6ya8ejoKgw906Y8LWclqrp,233.278,0.833,79.351,0,4,0.702,5
Ski,Young Stoner Life ,6755DFiZ7CWe2WMdTGW5C1,152.333,0.621,123.016,0,4,0.883,8
Break Up In A Small Town,Sam Hunt ,7aftSOGSOpSoIlVAQVBb71,229.88,0.776,136.044,1,4,0.434,8
Easier,5 Seconds of Summer ,2bjUEg4jBtKBlPdNrTAppI,158.099,0.46,176.055,1,4,0.623,5
Here With Me,d4vd ,5LrN7yUQAzvthd4QujgPFr,242.485,0.458,132.025,1,4,0.299,4
Line Without a Hook,Ricky Montgomery ,5NvOZCjZaGGGL597exlQWv,249.587,0.652,190.028,1,3,0.507,8
The Feeling,Justin Bieber ,7E390nZTMqEbrNC1TmHd42,244.907,0.809,127.073,0,4,0.21,1
Steal My Girl,One Direction ,2Bs4jQEGMycglOfWPBqrVG,228.133,0.768,77.217,0,4,0.545,10
Pity Party,Melanie Martinez ,3fo6DYGktjENCiagUeU9yH,204.086,0.73,136.05,0,4,0.339,6
Still Trappin',Lil Durk ,1lw4FrPr3Y8R7Q1Mro2TMe,172.185,0.679,144.93,0,4,0.624,5
Tomorrow 2,GloRilla ,0WNfQxDGaPTl0yogcMR5v1,209.811,0.814,160.039,1,4,0.68,0
Winter Wonderland  Remastered,Bing Crosby ,2IuUMx3uxxJAHcH41aYtn0,144.253,0.23,126.655,1,4,0.537,10
RGF Island,Fetty Wap ,1iuljeYz6ZG3GTJOZZkoer,173.893,0.764,137.98,0,4,0.518,0
Another Love,Tom Odell ,3LO3fkXAyzyhKjfx0IBhCh,284.12,0.505,105.386,0,4,0.143,1
"I Don't Like It, I Love It",Flo Rida ,2S5LNtRVRPbXk01yRQ14sZ,224.258,0.766,118.004,0,4,0.784,9
Up,NAV ,5qbcsZMwL0x46sX7VO37Ye,199.52,0.491,154.132,0,4,0.376,8
You Make It Feel Like Christmas,Gwen Stefani ,2OQ6a4CfUeYskpTTgyawyJ,156.773,0.87,92.999,0,4,0.912,2
Happy Holiday / The Holiday Season,Andy Williams ,3sDdyBHQ60Cs1opmIyRvhp,156.867,0.451,74.347,0,4,0.744,9
What About Us,P!nk ,0Qh38w01QRXK6KHIv0e3hb,269.6,0.588,113.608,1,4,0.193,1
Throw Sum Mo,Rae Sremmurd ,5uqphUYsR45kPYplrYSAQh,260.453,0.627,142.062,0,4,0.594,6
Something In The Way  Remastered,Nirvana ,1nFtiJxYdhtFfFtfXBv06s,232.147,0.201,105.218,1,4,0.0668,8
Let Her Go,Passenger ,1KxwZYyzWNyZSRyErj2ojT,252.733,0.545,74.897,1,4,0.243,7
Take Your Time,Sam Hunt ,6DEaND0SHv3sC11xobZLiy,243.707,0.719,158.031,1,4,0.483,11
Look At Her Now,Selena Gomez ,7eOkHIcaoUhngxxypM5Ajr,162.596,0.564,77.342,0,5,0.55,10
Don't Think Jesus,Morgan Wallen ,77qpDGhjN7Hdp12JkPpHvY,225.665,0.416,116.997,1,3,0.245,2
Outta My Head,Khalid ,09oZ9eXQ2fo6YDrPzJqAoP,177.067,0.545,103.012,1,4,0.514,0
Legacy,Offset ,7pMRoGLEJuFM2wl5pt0R99,244.941,0.513,128.085,1,4,0.344,1
Sacrifice,The Weeknd ,30PHFFGZcenXBPZz2dNnqI,188.918,0.795,122.0,0,4,0.905,11
Empty,Juice WRLD ,3T06rGO2dVEntMvym0vpQu,248.431,0.561,77.535,1,4,0.463,0
I WANNA BE YOUR SLAVE,Måneskin ,4pt5fDVTg5GhEvEtlz9dKk,173.347,0.608,132.507,1,4,0.958,1
Questions,Chris Brown ,3ojTJaonfkL96iIWa47SU3,129.478,0.598,105.803,0,4,0.565,10
Remind Me to Forget,Kygo ,6xTU6B6nFwKKTSZ9ySXS80,217.293,0.505,99.017,1,4,0.312,0
LOT OF ME,Lil Tecca ,2ZXxRC6V6AXzMdbLQZMHSB,123.871,0.537,77.444,1,4,0.7,0
Mr Loverman,Ricky Montgomery ,2IVsRhKrx8hlQBOWy4qebo,216.88,0.526,130.033,1,3,0.488,0
Trust Nobody,Cashmere Cat ,5qYp1Wf3gh0lGWdIS5lIrX,215.67,0.625,78.762,1,5,0.748,10
First Time,Kygo ,2Gl0FzuLxflY6nPifJp5Dr,193.511,0.592,90.066,0,4,0.679,0
Otherside,Post Malone ,4qWCFTuNnmGNdY4egtb4ZY,228.227,0.643,104.932,0,4,0.109,9
Me Too,Meghan Trainor ,3KwwE4sgCzMaKWq6QBebmX,181.24,0.694,123.831,0,4,0.833,11
SAD GIRLZ LUV MONEY Remix,Amaarae ,09gysnJpfQ3ublBmJDfcEC,204.764,0.523,110.02,0,4,0.319,1
Hurts So Good,Astrid S ,46u5B2WN4wryYLZuMAOmI4,208.729,0.625,120.038,0,4,0.423,7
Dark Horse,Katy Perry ,4jbmgIyjGoXjY01XxatOx6,215.672,0.585,131.934,1,4,0.353,6
Yours,Russell Dickerson ,3I4WFddKpe2PGZWFh7f10J,216.96,0.722,134.058,1,4,0.558,11
Self Control,YoungBoy Never Broke Again ,4vSoyDfL0uZyUoWu5NNNsQ,185.866,0.697,154.992,0,4,0.629,6
BEBE,6ix9ine ,4jCodMLVA5tV5MhPrspTfV,217.822,0.896,102.074,1,4,0.319,0
Your Song,Rita Ora ,46xkXPGjR9Ig9BcaTUNus3,180.16,0.571,117.991,1,4,0.958,1
Confident,Demi Lovato ,3DXXKDbbZKyAZfNb96ST3q,205.746,0.749,130.064,1,4,0.344,3
Santa Baby,Ariana Grande ,6YJdPrH3i2POzu7hdHIRrb,170.933,0.778,95.989,1,4,0.777,0
Smells Like Teen Spirit,Nirvana ,5ghIJDpPoe3CfHMGu71E6T,301.92,0.912,116.761,1,4,0.72,1
the last great american dynasty,Taylor Swift ,2Eeur20xVqfUoM3Q7EFPFt,230.999,0.662,147.922,1,4,0.706,7
Circo Loco,Drake ,7GeTsDIc5ykNB6lORO6Cee,236.795,0.605,103.976,1,4,0.252,1
Sparks,Coldplay ,7D0RhFcb3CrfPuTJ0obrod,227.093,0.268,102.617,1,3,0.165,1
Litty,Meek Mill ,5J5PXmMdQ2nh1lZOal8KmK,280.615,0.701,129.501,0,4,0.282,10
Moral of the Story,Ashe ,69HzZ3ti9DLwb0GdWCGYSo,201.017,0.403,119.819,1,4,0.269,10
Happy Now,Zedd ,4keoy2fqgwGnbWlm3ZVZFa,207.03,0.741,88.335,1,3,0.458,4
Flex Like Ouu,Lil Pump ,2hJWZvTw4QVBwC14ZNs1Ib,108.213,0.435,141.993,1,4,0.704,6
ME!,Taylor Swift ,2Rk4JlNc2TPmZe2af99d45,193.0,0.83,182.162,1,4,0.728,0
Venom  Music From The Motion Picture,Eminem ,2SL6oP2YAEQbqsrkOzRGO4,269.554,0.794,135.959,1,4,0.46,0
House Party,Sam Hunt ,1TwLKNsCnhi1HxbIi4bAW0,190.24,0.861,103.966,1,4,0.859,8
Hit Different,SZA ,7Bar1kLTmsRmH6FCKKMEyU,202.008,0.516,120.074,0,4,0.716,0
Lost Cause,Billie Eilish ,4191RXFPa7Ge9XkA4cWlna,212.496,0.334,74.966,0,4,0.522,10
KEKE,6ix9ine ,7ELPiYjcp2DjvbrKdqcAx1,151.915,0.858,187.81,1,4,0.486,7
m.A.A.d city,Kendrick Lamar ,439TlnnznSiBbQbgXiBqAd,350.12,0.729,91.048,1,4,0.217,2
Setting Fires,The Chainsmokers ,2PC9Tl8SWVO2yhDDtJcrAi,247.427,0.717,105.039,0,4,0.56,8
Killshot,Eminem ,1jo3TwNGCXfNdB5uba3ZVv,253.58,0.651,105.835,0,4,0.6,0
Behind Barz  Bonus,Drake ,621hMmYrgWG3caSFtbZg2p,163.121,0.554,142.072,1,4,0.272,8
History,Olivia Holt ,3QmOiZF7IzJJkHnahh5Ea0,203.992,0.631,100.968,1,4,0.541,1
Right On,Lil Baby ,6ws54n2IzyrIxxyzlG2bVJ,213.976,0.618,165.991,1,4,0.211,2
Cupid's Chokehold / Breakfast in America,Gym Class Heroes ,2Lhdl74nwwVGOE2Gv35QuK,243.773,0.744,78.953,0,4,0.619,1
Hallelujah,Pentatonix ,0HZk0QsXPhMNAWNDR3rYE8,268.96,0.378,89.918,0,3,0.366,7
Glock In My Lap,21 Savage ,6pcywuOeGGWeOQzdUyti6k,193.591,0.733,130.029,0,4,0.202,10
Focus,Ariana Grande ,1cdzfFjEbUbgTm5nv3FgXR,211.36,0.876,100.016,1,4,0.8,6
I See Fire,Ed Sheeran ,1fu5IQSRgPxJL2OTP7FVLW,300.747,0.0519,76.034,0,4,0.204,10
Daddy,Blueface ,4hanO6Du5J7QEguNHYZHmw,151.147,0.59,107.934,1,4,0.479,11
Comin Out Strong,Future ,1B87ZDrD3Pno9hS4stamWO,254.37,0.481,108.761,1,5,0.33,1
Down,Fifth Harmony ,0XQHz5C8PknyrEhyrKxVKa,165.2,0.512,196.121,1,4,0.401,8
Turks,NAV ,7IMwEtpAiJanqF6vQteZN2,161.32,0.618,119.1,0,4,0.379,7
Red Light Green Light,DaBaby ,1YDebgap5OFwXEBG18NJvy,159.083,0.656,119.987,1,4,0.934,2
I Do,Cardi B ,1f5PNhkNgUpvDEeZfcIlO1,200.205,0.473,135.065,0,4,0.438,7
Time Today,Moneybagg Yo ,0YrKSfpvflYnLSBd4Jtu6J,136.9,0.608,136.994,1,4,0.327,1
Ned Flanders,MadeinTYO ,7p7czI9pdarAjm1quqNGGR,161.013,0.495,139.952,1,4,0.299,1
Do It To It,ACRAZE ,20on25jryn53hWghthWWW3,157.89,0.806,124.927,0,4,0.637,11
Waiting On A Miracle,Stephanie Beatriz ,3oRW9ZGPRbLRMneQ5lwflt,161.84,0.554,190.066,0,3,0.267,1
LUST.,Kendrick Lamar ,06FCvd7rrRcF3DdvWH5Isp,307.88,0.562,94.241,0,4,0.566,3
i n t e r l u d e,J. Cole ,08LwMWf5Tcfsd752EPzFV0,133.022,0.574,98.962,1,3,0.104,1
Forever,Justin Bieber ,0KY51hYknpzEaXfw1CYqxP,219.933,0.483,139.98,0,4,0.892,8
This One's for You,David Guetta ,46NBoIAHrmR7qcUGCIFEjR,207.273,0.915,110.169,0,4,0.365,9
Dakiti,Bad Bunny ,47EiUVwUp4C9fGccaPuUCS,205.09,0.573,109.928,0,4,0.145,4
Watch Out,2 Chainz ,22DKsoYFV5npPXmnPpXL7i,207.813,0.504,129.89,0,4,0.537,8
Antisocial,Ed Sheeran ,1DhRbox3xkceP64k3JeYfW,161.747,0.823,151.957,0,4,0.91,5
Ignorantes,Bad Bunny ,38RIEav39FGi86jppxO0du,210.607,0.536,96.029,1,4,0.505,1
Seven Million,Lil Uzi Vert ,6j0teRL3WdExzqmy334sh5,182.491,0.629,158.002,0,4,0.487,1
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG ,0ZNrc4kNeQYD9koZ3KvCsy,237.24,0.346,203.911,1,4,0.112,1
Crushed Up,Future ,7wcyO1rrH3Ru4t659IjG41,149.949,0.597,158.043,0,4,0.544,10
Tequila Shots,Kid Cudi ,30KctD1WsHKTIYczXjip5a,193.293,0.556,90.494,0,4,0.22,5
Drip,Cardi B ,2qcG0nZ6S3zZV0UrkY5nFo,262.308,0.589,129.993,1,4,0.268,11
Chasing After You,Ryan Hurd ,3MkXV52jXtsG4pvKp4cGE8,207.667,0.675,131.933,1,4,0.446,4
FEEL.,Kendrick Lamar ,2LTlO3NuNVN70lp2ZbVswF,214.827,0.798,109.968,1,4,0.553,0
The Ways,Khalid ,5jyyPsIGM2yqkZN9R3TmvN,238.893,0.72,140.08,0,4,0.589,11
Feel No Ways,Drake ,3cjF2OFRmip8spwZYQRKxP,240.653,0.677,193.818,1,4,0.205,7
1985  Intro to “The Fall Off”,J. Cole ,7EulRO07ZgchxqKUHb8Pvc,190.177,0.648,94.378,1,4,0.635,2
No Se Va  En Vivo,Grupo Frontera ,76kelNDs1ojicx1s6Urvck,193.816,0.71,172.719,1,4,0.752,0
8TEEN,Khalid ,5bgwqaRSS3M8WHWruHgSL5,228.6,0.585,105.03,1,4,0.642,1
Cigarettes,Juice WRLD ,1CfuBY3BDdKpooQ9L5zgUc,227.527,0.614,160.075,1,4,0.451,2
Bad Liar,Imagine Dragons ,2RSHsoi04658QL5xgQVov3,260.773,0.637,177.913,1,4,0.0827,3
A Tale of 2 Citiez,J. Cole ,52A8OAP8lTQKZCj4Rce92B,269.721,0.536,94.995,1,4,0.343,11
I'm Not The Only One,Sam Smith ,7795WJLVKJoAyVoOtCWqXN,239.317,0.485,82.001,1,4,0.493,5
Chanel,Frank Ocean ,6Nle9hKrkL1wQpwNfEkxjh,210.285,0.503,110.134,0,4,0.473,0
Keep Driving,Harry Styles ,2NcQic8JxdjAlAHuNbOIRE,140.242,0.479,164.948,1,3,0.902,9
in my miNd,Maty Noyes ,2s0Dn2mtvp94wUkyaB8nJc,212.267,0.632,102.074,0,4,0.788,0
Love Me Less,MAX ,2tOOcDDYkh0PSjr6GwPEAJ,177.67,0.856,145.034,0,4,0.771,11
Why'd You Only Call Me When You're High?,Arctic Monkeys ,086myS9r57YsLbJpU0TgK9,161.124,0.631,92.004,1,4,0.8,2
Dark Times,The Weeknd ,6J7PIkhtHwmFjPLq0SyuPj,260.64,0.403,132.608,1,3,0.27,7
Deck The Hall,Nat King Cole ,0rHToGels2lt8Y0mCYoF90,68.76,0.437,107.607,1,4,0.964,9
Rich Spirit,Kendrick Lamar ,1QPreu0BNOrUfEb8HTd2qG,202.285,0.421,95.977,0,4,0.457,10
Try Me,The Weeknd ,4ppTAJUbNXELZcoUaL90wo,221.107,0.679,92.026,0,4,0.107,8
Die For You,Joji ,26hOm7dTtBi0TdpDGl141t,211.667,0.518,147.805,1,4,0.154,8
New Light,John Mayer ,4T6FWA703h6H7zk1FoSARw,217.427,0.694,123.932,1,4,0.852,7
Chantaje,Shakira ,6mICuAdrwEjh6Y6lroV2Kg,195.84,0.773,102.034,0,4,0.907,8
Miss You,Oliver Tree ,1ypwNj8eK2qAMDEs4EiIIX,206.0,0.742,145.007,0,4,0.199,6
TSU,Drake ,4s7QLoImIwmPi9L6dq1nVW,308.756,0.56,130.019,1,4,0.246,9
Silent Hill,Kendrick Lamar ,3lzUeaCbcCDB5IXYfqWRlF,220.779,0.577,140.07,0,4,0.801,1
"Mary, Did You Know?",Pentatonix ,4z8sz6E4YyFuEkv5o7IJni,203.373,0.312,105.036,0,4,0.177,11
Lose Somebody,Kygo ,1sgDyuLooyvEML4oHspNza,199.549,0.586,147.988,1,4,0.507,1
No Favors,Big Sean ,1MksGqIztTT6M9R1ErKVs8,325.84,0.781,57.967,1,5,0.336,11
No Time To Die,Billie Eilish ,73SpzrcaHk0RQPFP73vqVR,242.265,0.219,73.537,0,4,0.0517,4
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft ,4qP2V09IpTct5A1ZSnr1zh,315.707,0.484,141.914,0,3,0.42,2
Moth To A Flame,Swedish House Mafia ,0VO8gYVDSwM1Qdd2GsMoYK,234.0,0.659,120.146,1,4,0.105,8
Now and Later,Sage The Gemini ,08WPvDEsHvTFuB9w8tC2OS,193.181,0.57,107.059,0,4,0.858,11
Too Easy,Gunna ,1t55dGrBkLvKDzNa9QJ3LV,138.453,0.572,155.933,1,4,0.293,1
Blame It On Me,Post Malone ,1ZemPoaj7LBj1RAQrb89EC,261.8,0.591,121.873,0,4,0.274,11
The Man,Taylor Swift ,3RauEVgRgj1IuWdJ9fDs70,190.36,0.658,110.048,1,4,0.633,0
Sick Boy,The Chainsmokers ,58kZ9spgxmlEznXGu6FPdQ,193.2,0.577,89.996,0,4,0.454,11
Teeth,5 Seconds of Summer ,3NxWJWftvkstyxvb1pZlFo,205.503,0.454,139.007,0,4,0.43,3
forget me too,Machine Gun Kelly ,1VSuFS7PahCN3SWbOcQ98m,171.621,0.875,99.975,1,4,0.522,1
Saved,Ty Dolla $ign ,2ESNJZExcQw1BAmmA8Ct3j,178.515,0.72,103.092,1,4,0.794,1
Don’t Call Me Angel (Charlie’s Angels),Ariana Grande ,6zegtH6XXd2PDPLvy1Y0n2,190.067,0.755,102.861,1,4,0.334,1
Apparently,J. Cole ,5O59s7bCgTFsXDXlWecyQ1,292.865,0.544,133.992,1,4,0.57,5
REPEAT IT,Lil Tecca ,21AJQhGZpujjZQXByZAXpr,190.345,0.687,108.641,1,3,0.588,9
Nightmare,Halsey ,340UVheS8z3ncW9TTUhAbc,231.999,0.622,146.11,0,4,0.538,9
No Shopping,French Montana ,0Di26AbdtizzHkFstPyt7A,227.727,0.491,83.505,0,4,0.249,10
Somebody,The Chainsmokers ,0fTiDOXRNEN0lUeYGoSHml,221.987,0.63,203.443,0,4,0.323,10
Met Gala,Gucci Mane ,2XaInsPPUkZRkY4uFJ3AHK,209.143,0.587,140.062,1,4,0.352,2
Bad Energy,Juice WRLD ,7d94IqWX2UmSKMGUYSGFJG,186.749,0.452,138.034,1,4,0.532,7
Crash and Burn,Thomas Rhett ,2Fk0WwAqTBesLtKg97nojy,190.733,0.781,130.02,0,4,0.841,5
The One,The Chainsmokers ,0wfbD5rAksdXUzRvMfM3x5,177.573,0.303,99.991,1,4,0.15,2
Silver Bells,Dean Martin ,4QX5pZQpQTgVlkqfUTDim0,142.56,0.259,97.173,1,3,0.606,8
Somebody Else,VÉRITÉ ,4sQAUIV88jrWg3I2cjBckE,233.077,0.591,116.998,0,4,0.464,11
Shower,Becky G ,3DmW6y7wTEYHJZlLo1r6XJ,206.167,0.529,119.987,1,4,0.121,2
Be Right There,Diplo ,2egKQvoHiCJyHXn8lRlsrl,237.051,0.797,124.972,1,4,0.297,7
Rock Bottom,Hailee Steinfeld ,2qxaR31Te4xDR2yO6LqM8z,198.24,0.706,157.968,1,4,0.724,8
Sure Thing,Miguel ,0JXXNGljqupsJaZsgSbMZV,195.373,0.607,81.001,0,4,0.498,11
Born To Be Yours,Kygo ,0WVAQaxrT0wsGEG4BCVSn2,193.321,0.688,114.011,1,4,0.451,3
The Great War,Taylor Swift ,3UMrglJeju5yWyYIW6o99b,240.356,0.741,96.016,1,4,0.554,5
Wake Up,Fetty Wap ,6BOtDFg6GJm0rPUDuNmx57,224.0,0.673,179.971,1,4,0.527,5
Calma  Remix,Pedro Capó ,5iwz1NiezX7WWjnCgY5TH4,238.2,0.773,126.899,0,4,0.761,11
