song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key,Energy Levels,Key Signature,Emotional Rating,Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
Tip Toe,Jason Derulo ,2z4pcBLQXF2BXKFvd0BuB6,187.521,0.709,98.062,0,4,0.62,10,high-medium energy,A#/Bb,emotionally positive,1729.0,Jason Derulo ,Tip Toe,104.0,0.0,74.0,0,322497.0,25183473.0
Let It Fly,Lil Wayne ,0CBQ0m3mufWH75LTYB3s6h,186.872,0.819,89.0,1,4,0.745,1,high-energy,C#/Db,emotionally positive,1730.0,Lil Wayne ,Let It Fly,42.0,6.0,3.0,(x3),3532426.0,25127073.0
Be Real,Kid Ink ,4fUh9VvKW4shhWN5LfN1Ba,206.76,0.611,99.934,0,4,0.386,9,high-medium energy,A,emotionally negative,1731.0,Kid Ink ,Be Real,206.0,0.0,38.0,0,230242.0,25126943.0
Good Old Days,Macklemore ,2Za1AlJNvksouPPWbXpR2X,240.507,0.51,122.964,1,4,0.268,8,high-medium energy,G#/Ab,emotionally negative,1732.0,Macklemore ,Good Old Days,88.0,0.0,57.0,0,422483.0,25091594.0
TShirt,Thomas Rhett ,5kNe7PE09d6Kvw5pAsx23n,227.427,0.389,166.052,1,4,0.4,2,low-medium energy,D,emotionally negative,1733.0,Thomas Rhett ,TShirt,169.0,0.0,105.0,0,183968.0,25055557.0
BELIEVE IT,PARTYNEXTDOOR ,6WHZvtFnceMMv08gUCHR0y,183.219,0.7,157.871,1,4,0.73,6,high-medium energy,F#/Gb,emotionally positive,1734.0,PARTYNEXTDOOR ,BELIEVE IT,77.0,1.0,6.0,0,1158510.0,25051320.0
Captain Hook,Megan Thee Stallion ,1E3VQQWFQAPJkXfYHjqWoI,176.75,0.633,163.991,0,4,0.545,10,high-medium energy,A#/Bb,emotionally positive,1735.0,Megan Thee Stallion ,Captain Hook,106.0,0.0,71.0,0,526569.0,25049443.0
Purple Lamborghini,Skrillex ,6JyuJFedEvPmdWQW0PkbGJ,215.51,0.899,147.268,0,4,0.298,10,high-energy,A#/Bb,emotionally negative,1736.0,Skrillex ,Purple Lamborghini,117.0,0.0,44.0,0,378208.0,25043736.0
AM Remix,Nio Garcia ,05bfbizlM5AX6Mf1RRyMho,261.335,0.655,172.031,0,4,0.785,6,high-medium energy,F#/Gb,highly emotionally positive,1737.0,Nio Garcia ,AM Remix,86.0,0.0,49.0,0,564406.0,25024011.0
Nobody Gets Me,SZA ,5Y35SjAfXjjG0sFQ3KOxmm,180.853,0.284,99.796,1,3,0.276,7,low-medium energy,G,emotionally negative,1738.0,SZA ,Nobody Gets Me,20.0,10.0,3.0,(x5),2409644.0,24880624.0
Commercial,Lil Baby ,3tDqEKKUs6gf8zMvSuLyLA,214.215,0.486,120.998,0,4,0.535,11,low-medium energy,B,emotionally positive,1739.0,Lil Baby ,Commercial,91.0,1.0,10.0,0,1071603.0,24861449.0
Blasé,Ty Dolla $ign ,2NAZcL9tLUkdMMb5v3xFVG,228.75,0.523,127.932,0,4,0.693,7,high-medium energy,G,emotionally positive,1740.0,Ty Dolla $ign ,Blasé,184.0,0.0,59.0,0,186511.0,24820685.0
Goodbyes,Post Malone ,0t3ZvGKlmYmVsDzBJAXK8C,174.853,0.653,150.068,1,4,0.163,5,high-medium energy,F,highly emotionally negative,1741.0,Post Malone ,Goodbyes,105.0,0.0,95.0,0,286227.0,24812837.0
Like I Do,David Guetta ,6RnkFd8Fqqgk1Uni8RgqCQ,202.5,0.9,127.978,0,4,0.15,0,high-energy,C,highly emotionally negative,1742.0,David Guetta ,Like I Do,74.0,0.0,51.0,0,457940.0,24811649.0
Sugar Wraith,Post Malone ,0MrRAUcB8AZiB9ue2VOBYe,228.147,0.775,164.02,0,4,0.307,5,high-energy,F,emotionally negative,1743.0,Post Malone ,Sugar Wraith,53.0,0.0,18.0,0,1746374.0,24810017.0
Love Of My Life,Harry Styles ,1mw0RgNXIpYRyyCdBQbLgA,191.638,0.536,118.057,1,4,0.203,7,high-medium energy,G,highly emotionally negative,1744.0,Harry Styles ,Love Of My Life,46.0,0.0,12.0,0,2180740.0,24795101.0
Let Me Know (I Wonder Why Freestyle),Juice WRLD ,3wwo0bJvDSorOpNfzEkfXx,215.381,0.537,125.028,0,4,0.383,7,high-medium energy,G,emotionally negative,1745.0,Juice WRLD ,Let Me Know (I Wonder Why Freestyle),68.0,0.0,33.0,0,700890.0,24788846.0
Ain't My Fault,Zara Larsson ,0ADG9OgdVTL7fgREP75BrZ,224.031,0.782,141.153,0,4,0.355,6,high-energy,F#/Gb,emotionally negative,1746.0,Zara Larsson ,Ain't My Fault,88.0,0.0,45.0,0,409782.0,24779338.0
Pop Style,Drake ,5mPSyjLatqB00IkPqRlbTE,212.947,0.462,133.053,1,4,0.0594,7,low-medium energy,G,highly emotionally negative,528.0,Drake ,Pop Style,280.0,22.0,3.0,(x10),1144421.0,100358319.0
Pop Style,Drake ,5mPSyjLatqB00IkPqRlbTE,212.947,0.462,133.053,1,4,0.0594,7,low-medium energy,G,highly emotionally negative,1747.0,Drake ,Pop Style,31.0,31.0,3.0,(x3),1074841.0,24766383.0
Pop Style,Drake ,5mPSyjLatqB00IkPqRlbTE,212.947,0.462,133.053,1,4,0.0594,7,low-medium energy,G,highly emotionally negative,4810.0,Drake ,Pop Style,4.0,2.0,7.0,0,846213.0,2517650.0
Daydreaming,Harry Styles ,69w5X6uTrOaWM32IetSzvO,187.342,0.811,113.971,0,4,0.899,4,high-energy,E,highly emotionally positive,1748.0,Harry Styles ,Daydreaming,43.0,2.0,9.0,0,2381025.0,24763267.0
Kelly Price,Migos ,5Q6DJEgNTiN9xcOQzKmw9F,363.934,0.686,121.978,0,4,0.437,4,high-medium energy,E,emotionally negative,1749.0,Migos ,Kelly Price,83.0,0.0,20.0,0,516893.0,24762447.0
Happier Than Ever  Edit,Billie Eilish ,32BeYxKPrig1LefHsC0Xuo,151.444,0.599,161.74,1,3,0.127,0,high-medium energy,C,highly emotionally negative,1750.0,Billie Eilish ,Happier Than Ever  Edit,93.0,0.0,69.0,0,336876.0,24756556.0
First Off,Future ,3WRIaWsws011vHMd9uzPjG,228.367,0.683,162.038,1,4,0.445,1,high-medium energy,C#/Db,emotionally negative,1751.0,Future ,First Off,58.0,1.0,9.0,0,1192955.0,24728788.0
Graduation,benny blanco ,6cjSh516BbrNUs213jDAGm,177.847,0.65,154.968,1,4,0.605,0,high-medium energy,C,emotionally positive,1752.0,benny blanco ,Graduation,82.0,0.0,28.0,0,703658.0,24721876.0
Eazy  Good Life,G,1Eck97uRMlprKOOJN9oO1E,225.526,0.771,168.385,1,4,0.573,1,high-energy,C#/Db,emotionally positive,1753.0,G,Eazy  Good Life,75.0,0.0,51.0,0,445853.0,24716266.0
In My Mind,Dynoro ,0E9ZjEAyAwOXZ7wJC0PD33,184.56,0.77,125.905,1,4,0.163,6,high-energy,F#/Gb,highly emotionally negative,1754.0,Dynoro ,In My Mind,73.0,0.0,50.0,0,444658.0,24715326.0
Shake It Off,Taylor Swift ,3pv7Q5v2dpdefwdWIvE7yH,219.209,0.807,160.055,1,4,0.921,7,high-energy,G,highly emotionally positive,1755.0,Taylor Swift ,Shake It Off,56.0,45.0,1.0,(x41),619815.0,24714054.0
In The Bible,Drake ,61S79KIVA4I9FXbnsylEHT,296.568,0.385,143.07,0,4,0.147,7,low-medium energy,G,highly emotionally negative,1756.0,Drake ,In The Bible,42.0,3.0,6.0,0,4819968.0,24703743.0
Isis,Joyner Lucas ,4h7qcXBtaOJnmrapxoWxGf,236.501,0.936,120.004,1,4,0.758,1,high-energy,C#/Db,highly emotionally positive,1757.0,Joyner Lucas ,Isis,64.0,0.0,13.0,0,918940.0,24696412.0
La La Land,Bryce Vine ,4oM9DGUTrRaXJDypxxHztZ,177.253,0.473,97.953,0,4,0.416,1,low-medium energy,C#/Db,emotionally negative,1758.0,Bryce Vine ,La La Land,89.0,0.0,73.0,0,352154.0,24685894.0
Kings & Queens,Ava Max ,7a53HqqArd4b9NF4XAmlbI,162.399,0.69,129.857,0,4,0.457,1,high-medium energy,C#/Db,emotionally negative,1759.0,Ava Max ,Kings & Queens,106.0,0.0,115.0,0,274256.0,24646624.0
Skateboard P,MadeinTYO ,72UCHNyJcymw81x0AKevho,242.307,0.47,75.474,0,4,0.339,1,low-medium energy,C#/Db,emotionally negative,1760.0,MadeinTYO ,Skateboard P,135.0,0.0,131.0,0,221511.0,24643764.0
Skateboard P,MadeinTYO ,72UCHNyJcymw81x0AKevho,242.307,0.47,75.474,0,4,0.339,1,low-medium energy,C#/Db,emotionally negative,2170.0,MadeinTYO ,Skateboard P,115.0,0.0,121.0,0,197426.0,17340199.0
The Mack,Nevada ,2fUZ3aMp8amSaV0mp8s6rQ,167.038,0.882,106.017,1,4,0.56,0,high-energy,C,emotionally positive,1761.0,Nevada ,The Mack,93.0,0.0,37.0,0,401350.0,24629480.0
Bubbly,Young Thug ,4KDNRh9Oor80z3XIxdWlui,165.067,0.585,129.011,0,4,0.599,11,high-medium energy,B,emotionally positive,1762.0,Young Thug ,Bubbly,73.0,4.0,5.0,0,1104291.0,24579609.0
Allergic,Post Malone ,1YscJ7yVTlFxW3eF6pv5ba,156.893,0.741,144.968,1,4,0.57,0,high-medium energy,C,emotionally positive,1763.0,Post Malone ,Allergic,49.0,1.0,10.0,0,2279770.0,24574813.0
Come First,Terror Jr ,5fo4LbJ8lOaB54wcM5wPMv,171.845,0.216,95.048,0,4,0.392,5,low energy,F,emotionally negative,1764.0,Terror Jr ,Come First,104.0,0.0,51.0,0,329562.0,24562357.0
Thunderclouds,Sia ,4lJNen4SMTIJMahALc3DcB,187.027,0.714,112.009,1,4,0.489,7,high-medium energy,G,emotionally negative,1765.0,Sia ,Thunderclouds,71.0,0.0,41.0,0,536609.0,24534326.0
Survival,Drake ,2yg9UN4eo5eMVJ7OB4RWj3,136.187,0.596,77.324,0,4,0.145,9,high-medium energy,A,highly emotionally negative,1766.0,Drake ,Survival,32.0,3.0,2.0,(x1),5219711.0,24517798.0
Slide Away,Miley Cyrus ,6QQtHdz4PNJWQX4nrAQGC9,233.654,0.538,148.016,1,4,0.289,5,high-medium energy,F,emotionally negative,1767.0,Miley Cyrus ,Slide Away,50.0,0.0,13.0,0,830515.0,24514336.0
Fall,Eminem ,58QhkbaAkLFnn7JwAnAato,262.494,0.546,182.973,1,4,0.535,1,high-medium energy,C#/Db,emotionally positive,1768.0,Eminem ,Fall,49.0,6.0,8.0,0,1423756.0,24486292.0
Reborn,KIDS SEE GHOSTS ,4RVbK6cV0VqWdpCDcx3hiT,324.674,0.597,100.051,1,4,0.227,0,high-medium energy,C,highly emotionally negative,1769.0,KIDS SEE GHOSTS ,Reborn,56.0,6.0,5.0,0,1346545.0,24476041.0
Mr. Perfectly Fine (Taylors Version) (From The Vault),Taylor Swift ,2CYVETnhM9aytqrazYYwrK,277.592,0.817,135.942,0,4,0.714,11,high-energy,B,emotionally positive,,,,,,,,,
Flexicution,Logic ,2c8sgbZoEanC3QyFNZxUcA,218.947,0.713,159.839,0,4,0.68,0,high-medium energy,C,emotionally positive,1771.0,Logic ,Flexicution,127.0,0.0,33.0,0,446020.0,24441433.0
TIC TOC,6ix9ine ,0uEkcxPKj9JE0nxlwJWYlE,135.739,0.687,142.024,0,4,0.692,6,high-medium energy,F#/Gb,emotionally positive,1772.0,6ix9ine ,TIC TOC,42.0,8.0,2.0,(x1),1574754.0,24422094.0
Still D.R.E.,Dr. Dre ,503OTo2dSqe7qk76rgsbep,270.587,0.775,93.431,1,4,0.527,11,high-energy,B,emotionally positive,1773.0,Dr. Dre ,Still D.R.E.,76.0,4.0,2.0,(x1),1040389.0,24393361.0
Vaina Loca,Ozuna ,48zFZh27QU5qsrBjn4C2FA,176.133,0.805,93.982,1,4,0.555,6,high-energy,F#/Gb,emotionally positive,1774.0,Ozuna ,Vaina Loca,89.0,0.0,49.0,0,421312.0,24364324.0
Kiss It Better,Rihanna ,0UHB9METy4VCXNgkcGqHqS,253.08,0.806,95.0,0,4,0.877,3,high-energy,D#/Eb,highly emotionally positive,1775.0,Rihanna ,Kiss It Better,180.0,0.0,62.0,0,218868.0,24360342.0
I AM WOMAN,Emmy Meli ,3nOz1U41SZZ0N3fuUWr9nb,232.813,0.471,170.084,1,4,0.455,10,low-medium energy,A#/Bb,emotionally negative,1776.0,Emmy Meli ,I AM WOMAN,83.0,0.0,61.0,0,364239.0,24325903.0
(There's No Place Like) Home for the Holidays  1959 Version,Perry Como ,2GapxG7BxK55ihQRAlR39e,178.293,0.401,143.823,1,4,0.45,5,low-medium energy,F,emotionally negative,1777.0,Perry Como ,(There's No Place Like) Home for the Holidays  1959 Version,61.0,0.0,44.0,0,1259387.0,24308491.0
Mi Gente,J Balvin ,4ipnJyDU3Lq15qBAYNqlqK,189.44,0.687,104.959,0,4,0.308,11,high-medium energy,B,emotionally negative,474.0,J Balvin ,Mi Gente,238.0,28.0,7.0,0,867663.0,109423268.0
Mi Gente,J Balvin ,4ipnJyDU3Lq15qBAYNqlqK,189.44,0.687,104.959,0,4,0.308,11,high-medium energy,B,emotionally negative,1778.0,J Balvin ,Mi Gente,65.0,1.0,8.0,0,941957.0,24296262.0
Selfish,Madison Beer ,5UY8jf31X2hJkiAualFTyh,223.27,0.461,75.217,1,4,0.233,9,low-medium energy,A,highly emotionally negative,1779.0,Madison Beer ,Selfish,79.0,0.0,54.0,0,366667.0,24270363.0
Get It Together,Drake ,7y6c07pgjZvtHI9kuMVqk1,250.337,0.721,123.011,0,4,0.849,5,high-medium energy,F,highly emotionally positive,1780.0,Drake ,Get It Together,54.0,4.0,8.0,0,1726393.0,24267097.0
Broke Boys,Drake ,45pUWUeEWGoSdH6UF162G8,225.439,0.533,120.041,1,4,0.112,2,high-medium energy,D,highly emotionally negative,1781.0,Drake ,Broke Boys,34.0,4.0,10.0,0,2927622.0,24244407.0
Chanel (Go Get It),Young Thug ,0kCBorRrKZkSztd9m0QI3r,201.707,0.5,140.011,0,4,0.462,4,high-medium energy,E,emotionally negative,1782.0,Young Thug ,Chanel (Go Get It),80.0,0.0,30.0,0,728930.0,24238683.0
Rescue Me,OneRepublic ,37LNNQNbL1YLyutBG6aWRx,159.65,0.606,121.038,0,4,0.646,11,high-medium energy,B,emotionally positive,1783.0,OneRepublic ,Rescue Me,82.0,0.0,51.0,0,432617.0,24227740.0
Cheerleader  Felix Jaehn Remix Radio Edit,OMI ,023OVLNzXhX0j7CxswUt6D,180.56,0.68,118.026,1,4,0.594,4,high-medium energy,E,emotionally positive,1784.0,OMI ,Cheerleader  Felix Jaehn Remix Radio Edit,162.0,0.0,33.0,0,311212.0,24225108.0
Collard Greens,ScHoolboy Q ,0zO8ctW0UiuOefR87OeJOZ,299.96,0.575,153.954,1,4,0.65,11,high-medium energy,B,emotionally positive,1785.0,ScHoolboy Q ,Collard Greens,111.0,0.0,90.0,0,293575.0,24222105.0
SUVs (Black on Black),Jack Harlow ,1MIGkQxcdAt2lDx6ySpsc5,157.675,0.688,162.928,1,4,0.5,1,high-medium energy,C#/Db,emotionally positive,1786.0,Jack Harlow ,SUVs (Black on Black),77.0,0.0,19.0,0,706015.0,24159082.0
Pray,Sam Smith ,7DsX5K72fewVGb47qj7Tbg,221.596,0.382,87.801,0,3,0.147,4,low-medium energy,E,highly emotionally negative,1787.0,Sam Smith ,Pray,68.0,0.0,25.0,0,641452.0,24136128.0
Pray,Sam Smith ,7DsX5K72fewVGb47qj7Tbg,221.596,0.382,87.801,0,3,0.147,4,low-medium energy,E,highly emotionally negative,9882.0,Sam Smith ,Pray,1.0,0.0,157.0,0,240162.0,240162.0
MONEY,LISA ,7hU3IHwjX150XLoTVmjD0q,168.228,0.554,140.026,0,4,0.396,1,high-medium energy,C#/Db,emotionally negative,1788.0,LISA ,MONEY,72.0,0.0,22.0,0,530932.0,24125163.0
Jump Out The Window,Big Sean ,1jQsKN68yE94tMYml0wHMd,213.693,0.704,136.936,1,4,0.494,1,high-medium energy,C#/Db,emotionally negative,1789.0,Big Sean ,Jump Out The Window,105.0,0.0,22.0,0,577577.0,24101999.0
Paris,Taylor Swift ,7712gjoih4QoDbXpljEk21,196.259,0.509,110.947,1,4,0.345,7,high-medium energy,G,emotionally negative,1790.0,Taylor Swift ,Paris,40.0,0.0,17.0,0,1735119.0,24101601.0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X ,38T0tPVZHcPZyhtOcCP7pF,210.576,0.715,141.872,0,4,0.308,2,high-medium energy,D,emotionally negative,1791.0,Lil Nas X ,STAR WALKIN' (League of Legends Worlds Anthem),63.0,0.0,14.0,0,714954.0,24090906.0
Tenerife Sea,Ed Sheeran ,6vSwxzO2Qf4BinHSXRwZJe,241.347,0.346,121.876,1,4,0.359,8,low-medium energy,G#/Ab,emotionally negative,1792.0,Ed Sheeran ,Tenerife Sea,279.0,0.0,72.0,0,140556.0,24088221.0
Life Is Good,Future ,1K5KBOgreBi5fkEHvg5ap3,237.918,0.574,142.053,0,4,0.537,2,high-medium energy,D,emotionally positive,73.0,Future ,Life Is Good,601.0,57.0,2.0,(x33),2873235.0,305783118.0
Life Is Good,Future ,1K5KBOgreBi5fkEHvg5ap3,237.918,0.574,142.053,0,4,0.537,2,high-medium energy,D,emotionally positive,1793.0,Future ,Life Is Good,77.0,0.0,37.0,0,580062.0,24064298.0
What If I Told You That I Love You,Ali Gatie ,6USdi8uX5GNAPYziFhisHb,193.668,0.366,84.394,1,4,0.229,7,low-medium energy,G,highly emotionally negative,1794.0,Ali Gatie ,What If I Told You That I Love You,80.0,0.0,39.0,0,611766.0,24053410.0
HIGHEST IN THE ROOM,Travis Scott ,3eekarcy7kvN4yt5ZFzltW,175.721,0.427,76.469,0,4,0.0605,7,low-medium energy,G,highly emotionally negative,81.0,Travis Scott ,HIGHEST IN THE ROOM,602.0,69.0,1.0,(x21),3939490.0,295198938.0
HIGHEST IN THE ROOM,Travis Scott ,3eekarcy7kvN4yt5ZFzltW,175.721,0.427,76.469,0,4,0.0605,7,low-medium energy,G,highly emotionally negative,1795.0,Travis Scott ,HIGHEST IN THE ROOM,51.0,2.0,3.0,(x1),1543816.0,24051669.0
Not Sober,The Kid LAROI ,29t9XYOV65fFXiVzFFJgHH,216.0,0.639,119.82,0,5,0.385,2,high-medium energy,D,emotionally negative,1796.0,The Kid LAROI ,Not Sober,62.0,1.0,5.0,0,1078951.0,23999111.0
Capital Letters,Hailee Steinfeld ,6l0Ky2PycJV1Bz88kFeVGL,219.373,0.814,99.963,1,4,0.459,0,high-energy,C,emotionally negative,1797.0,Hailee Steinfeld ,Capital Letters,75.0,0.0,47.0,0,491690.0,23950925.0
Fade,Kanye West ,3cCxoOgfi6hgt8MNteuiiD,193.748,0.765,105.998,0,4,0.309,9,high-energy,A,emotionally negative,1798.0,Kanye West ,Fade,130.0,0.0,48.0,0,333939.0,23909185.0
Over The Top,Smiley ,22ruOqBqBRiZDiXFud4OXa,153.406,0.498,139.928,0,4,0.259,10,low-medium energy,A#/Bb,emotionally negative,1799.0,Smiley ,Over The Top,62.0,0.0,16.0,0,799735.0,23907104.0
Ultralight Beam,Kanye West ,1eQBEelI2NCy7AUTerX0KS,320.68,0.403,105.169,0,4,0.391,0,low-medium energy,C,emotionally negative,1800.0,Kanye West ,Ultralight Beam,123.0,0.0,13.0,0,591584.0,23904305.0
What Happened To Virgil,Lil Durk ,7ohROa13QK43JBRqfCmz4P,181.393,0.526,140.037,0,4,0.194,6,high-medium energy,F#/Gb,highly emotionally negative,1801.0,Lil Durk ,What Happened To Virgil,80.0,0.0,41.0,0,392850.0,23894677.0
Massive,Drake ,28JBD8p18xNuOfyV7Cotdn,336.924,0.671,124.994,0,3,0.0557,4,high-medium energy,E,highly emotionally negative,1802.0,Drake ,Massive,52.0,3.0,8.0,0,2163276.0,23891905.0
Bleed It,Blueface ,1JGaV39uhSQd2eAteOxFlF,145.547,0.76,101.91,0,4,0.516,1,high-energy,C#/Db,emotionally positive,1803.0,Blueface ,Bleed It,80.0,0.0,71.0,0,407508.0,23855884.0
in my head,Ariana Grande ,4T652DlATVHe0jdLKaN3Bw,222.947,0.6,134.979,1,4,0.331,0,high-medium energy,C,emotionally negative,1804.0,Ariana Grande ,in my head,45.0,1.0,10.0,0,2113006.0,23799788.0
Electricity,Silk City ,5N4erncE7kuUccm7zEmwzk,238.173,0.67,118.159,1,4,0.505,0,high-medium energy,C,emotionally positive,1805.0,Silk City ,Electricity,56.0,0.0,25.0,0,711471.0,23777894.0
FRANCHISE,Travis Scott ,4jVBIpuOiMj1crqd8LoCrJ,202.795,0.699,154.981,0,4,0.547,8,high-medium energy,G#/Ab,emotionally positive,1806.0,Travis Scott ,FRANCHISE,59.0,7.0,2.0,(x1),1583018.0,23776433.0
FRANCHISE,Travis Scott ,4jVBIpuOiMj1crqd8LoCrJ,202.795,0.699,154.981,0,4,0.547,8,high-medium energy,G#/Ab,emotionally positive,7605.0,Travis Scott ,FRANCHISE,2.0,0.0,89.0,0,315078.0,588130.0
Lemon  Drake Remix,N.E.R.D ,739vCwA3EpBSkk3uDsI2wB,226.107,0.657,189.992,1,4,0.245,1,high-medium energy,C#/Db,highly emotionally negative,1807.0,N.E.R.D ,Lemon  Drake Remix,56.0,0.0,23.0,0,677136.0,23774569.0
Colors,Halsey ,1TnUURhehaoMWKAqQtirm6,249.5,0.812,100.02,1,4,0.521,1,high-energy,C#/Db,emotionally positive,1808.0,Halsey ,Colors,150.0,0.0,59.0,0,266372.0,23700030.0
Good Thing,Zedd ,5aUSEPNd3m5xliFK4pn5mU,210.901,0.564,185.913,0,3,0.574,1,high-medium energy,C#/Db,emotionally positive,1809.0,Zedd ,Good Thing,63.0,0.0,38.0,0,544432.0,23692108.0
Pink Venom,BLACKPINK ,5zwwW9Oq7ubSxoCGyW1nbY,186.964,0.734,180.06,1,4,0.708,4,high-medium energy,E,emotionally positive,1810.0,BLACKPINK ,Pink Venom,49.0,4.0,6.0,0,1038802.0,23680687.0
Make You Miss Me,Sam Hunt ,0xwPzLmBAYro8BUz7MrtAo,225.693,0.472,146.005,1,4,0.168,7,low-medium energy,G,highly emotionally negative,1811.0,Sam Hunt ,Make You Miss Me,187.0,0.0,105.0,0,177691.0,23646804.0
B.S.,Jhené Aiko ,63wx9vdskaXbYxyDx4oJCZ,212.867,0.525,135.781,0,4,0.377,8,high-medium energy,G#/Ab,emotionally negative,1812.0,Jhené Aiko ,B.S.,79.0,0.0,31.0,0,913404.0,23573186.0
Everyday,A$AP Rocky ,2N3U8uTYhjX2KwGT0pf5x0,260.987,0.661,149.818,1,4,0.335,4,high-medium energy,E,emotionally negative,1813.0,A$AP Rocky ,Everyday,181.0,0.0,11.0,0,411824.0,23561949.0
Love Story (Taylors Version),Taylor Swift ,3CeCwYWvdfXbZLXFhBrbnf,235.767,0.79,119.082,1,4,0.416,2,high-energy,D,emotionally negative,,,,,,,,,
"I Cant Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco ,1WSGTYKLEpKfNQYYW5Oymt,158.027,0.468,95.266,0,4,0.69,10,low-medium energy,A#/Bb,emotionally positive,,,,,,,,,
MAMA,6ix9ine ,5SOYmkRawOJrpufdWsAfo8,192.405,0.661,160.063,1,3,0.435,1,high-medium energy,C#/Db,emotionally negative,1816.0,6ix9ine ,MAMA,58.0,3.0,3.0,(x1),1580401.0,23543715.0
We Dem Boyz,Wiz Khalifa ,1ULa3GfdMKs0MfRpm6xVlu,224.933,0.862,130.021,1,4,0.52,8,high-energy,G#/Ab,emotionally positive,1817.0,Wiz Khalifa ,We Dem Boyz,248.0,0.0,28.0,0,175317.0,23514685.0
Hold Me Closer,Elton John ,72yP0DUlWPyH8P7IoxskwN,202.246,0.75,126.041,1,4,0.486,0,high-energy,C,emotionally negative,1818.0,Elton John ,Hold Me Closer,61.0,2.0,6.0,0,1024772.0,23512491.0
Dura,Daddy Yankee ,6KuqAtoeVzxAYOaMveLNpH,200.48,0.84,95.001,1,4,0.839,1,high-energy,C#/Db,highly emotionally positive,1819.0,Daddy Yankee ,Dura,87.0,0.0,70.0,0,375998.0,23504611.0
8 Out Of 10,Drake ,0zqy3ss4CwD6u4QPksS0nI,195.72,0.689,170.538,1,4,0.31,2,high-medium energy,D,emotionally negative,1820.0,Drake ,8 Out Of 10,32.0,3.0,5.0,0,4170547.0,23488316.0
Photograph,J. Cole ,0bhnUFDQFCEHCBlsQfHnj5,218.954,0.487,104.98,1,3,0.358,1,low-medium energy,C#/Db,emotionally negative,1821.0,J. Cole ,Photograph,35.0,4.0,2.0,(x1),3561388.0,23454975.0
Baila Baila Baila,Ozuna ,7mWFF4gPADjTQjC97CgFVt,235.284,0.572,100.016,1,4,0.49,2,high-medium energy,D,emotionally negative,1822.0,Ozuna ,Baila Baila Baila,85.0,0.0,96.0,0,346422.0,23440106.0
Papis Home,Drake ,6jy9yJfgCsMHdu2Oz4BGKX,178.623,0.741,140.177,1,4,0.588,2,high-medium energy,D,emotionally positive,,,,,,,,,
El Apagón,Bad Bunny ,0UvZcEfpzVyx47QsRbjyBz,201.816,0.698,117.765,1,4,0.599,8,high-medium energy,G#/Ab,emotionally positive,1824.0,Bad Bunny ,El Apagón,68.0,0.0,23.0,0,1088322.0,23425443.0
Happier,Ed Sheeran ,2RttW7RAu5nOAfq6YFvApB,207.52,0.385,89.792,1,4,0.236,0,low-medium energy,C,highly emotionally negative,1825.0,Ed Sheeran ,Happier,65.0,0.0,14.0,0,884321.0,23344266.0
The Other,Lauv ,1DlGTnBydbBcOSdC6XEZnq,189.333,0.552,179.623,1,4,0.383,7,high-medium energy,G,emotionally negative,1826.0,Lauv ,The Other,102.0,0.0,77.0,0,303856.0,23336829.0
Look What God Gave Her,Thomas Rhett ,2KqJC0koTBUyDlsMt5ok1V,168.96,0.85,113.0,1,4,0.883,2,high-energy,D,highly emotionally positive,1827.0,Thomas Rhett ,Look What God Gave Her,89.0,0.0,57.0,0,468649.0,23324959.0
Aguacero,Bad Bunny ,2uflssWlCaJ6CbTMOsUpNI,210.989,0.645,121.391,0,5,0.668,6,high-medium energy,F#/Gb,emotionally positive,1828.0,Bad Bunny ,Aguacero,65.0,0.0,20.0,0,1208226.0,23324784.0
Banking On Me,Gunna ,7Fege3yv4dvehB3NdRBGwI,200.0,0.308,135.143,0,4,0.46,0,low-medium energy,C,emotionally negative,1829.0,Gunna ,Banking On Me,80.0,0.0,35.0,0,467094.0,23266440.0
Jimmy Choo,Fetty Wap ,7s49Um7G06hq2rulrHPsIy,176.855,0.646,132.97,0,4,0.468,11,high-medium energy,B,emotionally negative,1830.0,Fetty Wap ,Jimmy Choo,107.0,0.0,43.0,0,331154.0,23255758.0
Under The Sun,Dreamville ,6MF4tRr5lU8qok8IKaFOBE,202.04,0.64,138.672,1,4,0.163,0,high-medium energy,C,highly emotionally negative,1831.0,Dreamville ,Under The Sun,73.0,1.0,10.0,0,1006961.0,23249561.0
September Song,JP Cooper ,0zbzrhfVS9S2TszW3wLQZ7,220.291,0.615,95.941,0,4,0.374,0,high-medium energy,C,emotionally negative,1832.0,JP Cooper ,September Song,95.0,0.0,78.0,0,323884.0,23226355.0
Silly Watch,Lil Uzi Vert ,5egD7A5x9AHdVO2fMo3Wbo,195.692,0.535,130.117,1,4,0.157,8,high-medium energy,G#/Ab,highly emotionally negative,1833.0,Lil Uzi Vert ,Silly Watch,42.0,6.0,3.0,(x1),2591124.0,23219511.0
Low,SZA ,2GAhgAjOhEmItWLfgisyOn,181.08,0.546,145.044,0,4,0.335,0,high-medium energy,C,emotionally negative,1834.0,SZA ,Low,20.0,8.0,4.0,0,2331692.0,23181366.0
