song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key,Energy Levels,Key Signature,Emotional Rating,Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
Iris,The Goo Goo Dolls ,6Qyc6fS4DsZjB2mRW9DsQs,289.533,0.715,155.925,0,3,0.497,11,high-medium energy,B,emotionally negative,1835.0,The Goo Goo Dolls ,Iris,97.0,0.0,103.0,0,318467.0,23178467.0
Staring At The Sun,Post Malone ,5KE9b4x7Zj2A8XtbkqhqTe,168.28,0.772,95.074,0,4,0.347,6,high-energy,F#/Gb,emotionally negative,1836.0,Post Malone ,Staring At The Sun,47.0,0.0,11.0,0,2012637.0,23154387.0
Mother's Daughter,Miley Cyrus ,4tc97Wa8SP5f9gaaOar8Kq,219.08,0.866,91.017,0,4,0.527,6,high-energy,F#/Gb,emotionally positive,1837.0,Miley Cyrus ,Mother's Daughter,56.0,1.0,9.0,0,1118297.0,23104201.0
Summertime Magic,Childish Gambino ,4j3GWI86JvSaF0BLdmgcfF,213.6,0.579,100.011,1,4,0.129,0,high-medium energy,C,highly emotionally negative,1838.0,Childish Gambino ,Summertime Magic,43.0,2.0,6.0,0,1489529.0,23091097.0
My Only Wish (This Year),Britney Spears ,0YWUHZPJVg4iujddsJDwhM,255.4,0.843,147.08,1,4,0.702,0,high-energy,C,emotionally positive,1839.0,Britney Spears ,My Only Wish (This Year),59.0,0.0,48.0,0,1158004.0,23088066.0
Jealous,Eyedress ,1aXV8GrmQLvgoFtBPERP7E,122.339,0.921,93.01,0,4,0.696,9,high-energy,A,emotionally positive,1840.0,Eyedress ,Jealous,102.0,0.0,147.0,0,268560.0,23078817.0
The Archer,Taylor Swift ,3pHkh7d0lzM2AldUtz2x37,211.24,0.574,124.344,1,4,0.166,0,high-medium energy,C,highly emotionally negative,1841.0,Taylor Swift ,The Archer,50.0,2.0,2.0,(x1),1425991.0,23056183.0
9,Drake ,1C7KSXR2GVxknex6I4ANco,255.787,0.712,100.009,1,4,0.0379,10,high-medium energy,A#/Bb,highly emotionally negative,1842.0,Drake ,9,102.0,0.0,18.0,0,577936.0,22973685.0
Santa Claus Is Coming to Town,Michael Bublé ,5Ber68jZ7ytegr2UISEdb7,171.093,0.389,122.331,1,4,0.396,10,low-medium energy,A#/Bb,emotionally negative,1843.0,Michael Bublé ,Santa Claus Is Coming to Town,88.0,0.0,39.0,0,889448.0,22969100.0
GOD.,Kendrick Lamar ,6hzbRKhJHo6cfCHSnNaDS8,500.96,0.41,95.931,1,4,0.136,2,low-medium energy,D,highly emotionally negative,1844.0,Kendrick Lamar ,GOD.,57.0,0.0,15.0,0,1522201.0,22968462.0
Numb,21 Savage ,0G149jkGWKwrPXUGkEDgWM,271.307,0.436,82.009,0,4,0.464,5,low-medium energy,F,emotionally negative,1845.0,21 Savage ,Numb,89.0,0.0,40.0,0,511545.0,22956859.0
listen before i go,Billie Eilish ,0tMSssfxAL2oV8Vri0mFHE,242.652,0.0561,79.764,1,3,0.082,0,low energy,C,highly emotionally negative,1846.0,Billie Eilish ,listen before i go,60.0,0.0,14.0,0,1198677.0,22897347.0
Poland,Lil Yachty ,74loibzxXRL875X20kenvk,83.2,0.555,150.024,0,4,0.26,5,high-medium energy,F,emotionally negative,1847.0,Lil Yachty ,Poland,48.0,9.0,4.0,0,1023054.0,22860561.0
MY PYT,Wale ,2Fe6gDE0mCZz0g98i5QpVL,236.867,0.481,191.991,1,4,0.456,0,low-medium energy,C,emotionally negative,1848.0,Wale ,MY PYT,134.0,0.0,85.0,0,243030.0,22860386.0
No Love,Summer Walker ,08SB2OtZkaliju77WYEKxk,231.498,0.618,133.876,0,4,0.517,1,high-medium energy,C#/Db,emotionally positive,1849.0,Summer Walker ,No Love,74.0,1.0,6.0,0,1094423.0,22851601.0
No Love,Summer Walker ,08SB2OtZkaliju77WYEKxk,231.498,0.618,133.876,0,4,0.517,1,high-medium energy,C#/Db,emotionally positive,7511.0,Summer Walker ,No Love,2.0,0.0,74.0,0,371578.0,607922.0
Lot to Learn,Luke Christopher ,3TRFq09DUgYj1mug6RRqJW,248.337,0.846,82.232,1,4,0.602,6,high-energy,F#/Gb,emotionally positive,1850.0,Luke Christopher ,Lot to Learn,100.0,0.0,61.0,0,297040.0,22827896.0
Radioactive,Imagine Dragons ,4G8gkOterJn0Ywt6uhqbhp,186.813,0.784,136.245,1,4,0.236,9,high-energy,A,highly emotionally negative,1851.0,Imagine Dragons ,Radioactive,186.0,0.0,46.0,0,147024.0,22813325.0
Radioactive,Imagine Dragons ,4G8gkOterJn0Ywt6uhqbhp,186.813,0.784,136.245,1,4,0.236,9,high-energy,A,highly emotionally negative,2160.0,Imagine Dragons ,Radioactive,184.0,0.0,95.0,0,178307.0,17498745.0
Narrow Road,NLE Choppa ,3GZd1aDsgKL71Kt3VIp0hc,240.297,0.553,159.999,1,4,0.161,7,high-medium energy,G,highly emotionally negative,1852.0,NLE Choppa ,Narrow Road,81.0,0.0,43.0,0,558212.0,22808428.0
I Want You To Know,Zedd ,1JDIArrcepzWDTAWXdGYmP,240.0,0.846,129.998,0,4,0.366,9,high-energy,A,emotionally negative,1853.0,Zedd ,I Want You To Know,120.0,0.0,20.0,0,305498.0,22770312.0
Get You,Daniel Caesar ,7zFXmv6vqI4qOt4yGf3jYZ,278.18,0.294,74.038,0,4,0.358,4,low-medium energy,E,emotionally negative,1854.0,Daniel Caesar ,Get You,110.0,0.0,136.0,0,248710.0,22768289.0
BICHOTA,KAROL G ,7vrJn5hDSXRmdXoR30KgF1,178.947,0.666,163.908,0,4,0.838,1,high-medium energy,C#/Db,highly emotionally positive,1855.0,KAROL G ,BICHOTA,86.0,0.0,82.0,0,324591.0,22767930.0
Someone Like You,Adele ,1zwMYTA5nlNjZxYrvBB2pV,285.24,0.319,135.187,1,4,0.294,9,low-medium energy,A,emotionally negative,1856.0,Adele ,Someone Like You,124.0,0.0,35.0,0,494451.0,22760209.0
invisible string,Taylor Swift ,6VsvKPJ4xjVNKpI8VVZ3SV,252.881,0.452,83.433,0,4,0.45,4,low-medium energy,E,emotionally negative,1857.0,Taylor Swift ,invisible string,43.0,5.0,9.0,0,2444041.0,22757702.0
Saint,Huncho Jack ,7foypmc7KZyU716Yv63BPe,140.793,0.648,150.058,1,4,0.0798,1,high-medium energy,C#/Db,highly emotionally negative,1858.0,Huncho Jack ,Saint,77.0,0.0,15.0,0,871642.0,22756647.0
Desesperados,Rauw Alejandro ,6mmPpaltUZK7xjNlBPQQ0p,224.997,0.694,90.02,0,4,0.511,1,high-medium energy,C#/Db,emotionally positive,1859.0,Rauw Alejandro ,Desesperados,94.0,0.0,112.0,0,295616.0,22756151.0
How I Move,Flipp Dinero ,14X1WxiHXdVRJ99cMCBzOE,224.916,0.635,119.954,0,4,0.808,5,high-medium energy,F,highly emotionally positive,1860.0,Flipp Dinero ,How I Move,85.0,0.0,95.0,0,336666.0,22677539.0
She Got the Best of Me,Luke Combs ,698eQRku24PIYPQPHItKlA,183.16,0.907,150.99,1,4,0.7,11,high-energy,B,emotionally positive,1861.0,Luke Combs ,She Got the Best of Me,100.0,0.0,115.0,0,281748.0,22659025.0
betty,Taylor Swift ,5kI4eCXXzyuIUXjQra0Cxi,294.521,0.377,95.939,1,4,0.502,0,low-medium energy,C,emotionally positive,1862.0,Taylor Swift ,betty,52.0,0.0,12.0,0,2208354.0,22651886.0
Ring,Cardi B ,5DfWF0jqMgZDCiu9zJENTA,177.14,0.543,106.029,0,4,0.485,1,high-medium energy,C#/Db,emotionally negative,1863.0,Cardi B ,Ring,70.0,0.0,27.0,0,758499.0,22647853.0
Up Up And Away,Juice WRLD ,7pbg3ABlAZv2NiIdKbBBFm,147.548,0.665,75.059,0,4,0.486,4,high-medium energy,E,emotionally negative,1864.0,Juice WRLD ,Up Up And Away,51.0,0.0,12.0,0,1995673.0,22641690.0
Bake Sale,Wiz Khalifa ,2okC0OWtgS86P2LC18IzHy,238.53,0.522,139.917,1,4,0.355,3,high-medium energy,D#/Eb,emotionally negative,1865.0,Wiz Khalifa ,Bake Sale,122.0,0.0,39.0,0,319226.0,22625716.0
As I Am,Justin Bieber ,6F2r4HgpJnvKDmkN6JEN6J,174.406,0.543,99.928,1,4,0.109,11,high-medium energy,B,highly emotionally negative,1866.0,Justin Bieber ,As I Am,42.0,7.0,2.0,(x4),1727706.0,22595741.0
Singles You Up,Jordan Davis ,4LiMQ6G9n84rDUBs9wtwz6,182.667,0.907,199.943,1,4,0.631,7,high-energy,G,emotionally positive,1867.0,Jordan Davis ,Singles You Up,97.0,0.0,110.0,0,294026.0,22584131.0
Talk Up,Drake ,4ksuI04WMvUnJbHQjgs3L5,223.24,0.491,140.121,1,4,0.334,11,low-medium energy,B,emotionally negative,1868.0,Drake ,Talk Up,30.0,2.0,8.0,0,3823354.0,22500766.0
Diplomatic Immunity,Drake ,4haJoBPbPj9QFKNpp9e8kx,255.867,0.839,74.886,0,4,0.549,9,high-energy,A,emotionally positive,1869.0,Drake ,Diplomatic Immunity,43.0,6.0,2.0,(x5),1510422.0,22457380.0
Night Changes,One Direction ,5O2P9iiztwhomNh8xkR9lJ,226.6,0.52,120.001,1,4,0.37,8,high-medium energy,G#/Ab,emotionally negative,1870.0,One Direction ,Night Changes,175.0,0.0,18.0,0,272638.0,22434400.0
Mount Everest,Labrinth ,1ZdhOMWyFR8Iv9eylMGYg2,157.497,0.428,87.724,0,4,0.44,0,low-medium energy,C,emotionally negative,1871.0,Labrinth ,Mount Everest,71.0,0.0,32.0,0,453938.0,22432686.0
6 God,Drake ,3a8tAZFJxlmBwOtrf5L1oC,180.667,0.623,105.446,1,4,0.498,2,high-medium energy,D,emotionally negative,1872.0,Drake ,6 God,184.0,1.0,10.0,0,444941.0,22419745.0
Pain 1993,Drake ,6Kj17Afjo1OKJYpf5VzCeo,149.078,0.373,77.271,0,4,0.12,5,low-medium energy,F,highly emotionally negative,1873.0,Drake ,Pain 1993,46.0,5.0,1.0,(x1),2981299.0,22386673.0
Big Shot,Kendrick Lamar ,5cXg9IQS34FzLVdHhp7hu7,221.827,0.478,130.018,1,4,0.284,1,low-medium energy,C#/Db,emotionally negative,1874.0,Kendrick Lamar ,Big Shot,64.0,0.0,17.0,0,854910.0,22372144.0
Notice Me,Migos ,3OnOomd79OjqSYHchCQ6ht,233.88,0.344,166.105,1,4,0.45,6,low-medium energy,F#/Gb,emotionally negative,1875.0,Migos ,Notice Me,66.0,0.0,16.0,0,940976.0,22354910.0
One Number Away,Luke Combs ,4gB7HrYHbJVJ5RFOjxmoq4,221.8,0.781,144.075,0,4,0.527,6,high-energy,F#/Gb,emotionally positive,1876.0,Luke Combs ,One Number Away,98.0,0.0,104.0,0,310215.0,22353976.0
Would You Ever,Skrillex ,57p8CBvPOxrvyCbn6ttl5r,234.286,0.91,126.047,1,4,0.0921,10,high-energy,A#/Bb,highly emotionally negative,1877.0,Skrillex ,Would You Ever,71.0,0.0,52.0,0,419734.0,22312357.0
Running Back,Wale ,2h3i5tGUl6hMu572umjcGo,215.36,0.671,127.133,1,4,0.1,2,high-medium energy,D,highly emotionally negative,1878.0,Wale ,Running Back,108.0,0.0,84.0,0,327723.0,22253767.0
Sin,Young Thug ,1Jl21sidRpEdlVBvYbssLx,202.533,0.385,125.995,0,4,0.235,11,low-medium energy,B,highly emotionally negative,1879.0,Young Thug ,Sin,65.0,0.0,24.0,0,646247.0,22237805.0
BILLY,6ix9ine ,5GyEbpUAN4ErmlPOxKgODR,112.667,0.704,90.055,0,4,0.748,4,high-medium energy,E,emotionally positive,1880.0,6ix9ine ,BILLY,80.0,0.0,24.0,0,674018.0,22189371.0
Enchanted,Taylor Swift ,3sW3oSbzsfecv9XoUdGs7h,353.253,0.532,81.907,1,4,0.216,8,high-medium energy,G#/Ab,highly emotionally negative,1881.0,Taylor Swift ,Enchanted,57.0,2.0,8.0,0,784239.0,22145991.0
34+35 Remix,Ariana Grande ,2sQH02O2HBCPJCztBrCWNa,182.438,0.662,109.957,1,4,0.704,5,high-medium energy,F,emotionally positive,1882.0,Ariana Grande ,34+35 Remix,65.0,6.0,2.0,(x1),1619016.0,22140440.0
False Alarm,The Weeknd ,4oeaIftdpT3JuZLcCkKmVE,220.307,0.677,173.978,0,4,0.192,8,high-medium energy,G#/Ab,highly emotionally negative,1883.0,The Weeknd ,False Alarm,96.0,0.0,17.0,0,658410.0,22124279.0
Christmas Tree Farm,Taylor Swift ,2mvabkN1i2gLnGAPUVdwek,228.027,0.68,134.002,1,4,0.437,7,high-medium energy,G,emotionally negative,1884.0,Taylor Swift ,Christmas Tree Farm,59.0,0.0,50.0,0,934058.0,22112671.0
Cool,Jonas Brothers ,7yfi8B8opXjnRh4VZnOkz9,167.107,0.598,78.969,1,4,0.62,0,high-medium energy,C,emotionally positive,1885.0,Jonas Brothers ,Cool,69.0,0.0,29.0,0,859185.0,22097390.0
TE MUDASTE,Bad Bunny ,5RubKOuDoPn5Kj5TLVxSxY,130.014,0.637,92.025,0,4,0.471,10,high-medium energy,A#/Bb,emotionally negative,1886.0,Bad Bunny ,TE MUDASTE,77.0,1.0,3.0,(x1),1044478.0,22058979.0
Digital Dash,Drake ,0GR7iJLhj80KD5LkA14ZRn,231.231,0.546,140.032,1,4,0.276,2,high-medium energy,D,emotionally negative,1887.0,Drake ,Digital Dash,137.0,0.0,18.0,0,347297.0,22054353.0
Floating,ScHoolboy Q ,4NN6N5TxBO5k9uqu0W4gfQ,186.827,0.545,139.932,0,4,0.543,11,high-medium energy,B,emotionally positive,1888.0,ScHoolboy Q ,Floating,68.0,1.0,10.0,0,921109.0,22043567.0
Rich Love,OneRepublic ,7dOeiXeTSfA1ixaYmQcWu7,201.257,0.872,104.592,0,4,0.472,1,high-energy,C#/Db,emotionally negative,1889.0,OneRepublic ,Rich Love,82.0,0.0,59.0,0,354932.0,22041268.0
Blind,SZA ,2CSRrnOEELmhpq8iaAi9cd,150.72,0.279,114.225,0,4,0.599,9,low-medium energy,A,emotionally positive,1890.0,SZA ,Blind,20.0,7.0,4.0,0,2346183.0,22030589.0
Waves  Robin Schulz Radio Edit,Mr. Probz ,1HFfMOxCAT4GAwaPfCdmUs,208.133,0.51,119.994,0,4,0.45,5,high-medium energy,F,emotionally negative,1891.0,Mr. Probz ,Waves  Robin Schulz Radio Edit,164.0,0.0,33.0,0,179202.0,21997634.0
ALIEN SUPERSTAR,Beyoncé ,1Hohk6AufHZOrrhMXZppax,215.46,0.641,121.892,0,4,0.464,10,high-medium energy,A#/Bb,emotionally negative,1892.0,Beyoncé ,ALIEN SUPERSTAR,51.0,6.0,4.0,0,1442367.0,21934628.0
True Love,Kanye West ,06JvOZ39sK8D8SqiqfaxDU,148.571,0.861,84.042,0,4,0.388,5,high-energy,F,emotionally negative,1893.0,Kanye West ,True Love,47.0,3.0,3.0,(x1),1505156.0,21916821.0
Otro Trago,Sech ,4bTZeO72FwMa6wKOiqoynL,287.773,0.79,175.988,1,4,0.763,0,high-energy,C,highly emotionally positive,1894.0,Sech ,Otro Trago,72.0,0.0,64.0,0,371859.0,21915042.0
Greatest,Eminem ,2XTquzYQAdT1Hk78bOUwsv,226.938,0.737,80.025,1,4,0.367,1,high-medium energy,C#/Db,emotionally negative,1895.0,Eminem ,Greatest,39.0,7.0,3.0,(x2),1951750.0,21898314.0
N 2 Deep,Drake ,34D6FJysnQioVingDKufuf,273.578,0.429,91.0,1,3,0.0744,2,low-medium energy,D,highly emotionally negative,1896.0,Drake ,N 2 Deep,35.0,1.0,10.0,0,3848655.0,21897764.0
Greatest Love Story,LANCO ,2yQZwi1P8AkkxxFhQ8rMEK,222.573,0.617,147.992,1,4,0.621,10,high-medium energy,A#/Bb,emotionally positive,1897.0,LANCO ,Greatest Love Story,107.0,0.0,97.0,0,282484.0,21865131.0
Heaven,Julia Michaels ,1T575AhHueYinKSDflEsGK,191.787,0.371,199.843,0,3,0.245,7,low-medium energy,G,highly emotionally negative,1898.0,Julia Michaels ,Heaven,57.0,0.0,33.0,0,536171.0,21835732.0
my boy,Billie Eilish ,1RGasjWLZ4qMN7wbtkLa3u,170.852,0.394,89.936,0,4,0.324,11,low-medium energy,B,emotionally negative,1899.0,Billie Eilish ,my boy,97.0,0.0,137.0,0,276698.0,21835162.0
Novacane,Frank Ocean ,4osgfFTICMkcGbbigdsa53,302.347,0.508,93.51,1,4,0.37,3,high-medium energy,D#/Eb,emotionally negative,1900.0,Frank Ocean ,Novacane,78.0,0.0,82.0,0,333612.0,21831744.0
Sound Of Your Heart,Shawn Hook ,3e5wnsqhAkzlzk9SzdhOzR,200.133,0.819,121.995,1,4,0.38,9,high-energy,A,emotionally negative,1901.0,Shawn Hook ,Sound Of Your Heart,136.0,0.0,73.0,0,212567.0,21754025.0
Hawái  Remix,Maluma ,0GzuHFG4Ql6DoyxFRnIk3F,200.482,0.788,179.984,0,4,0.609,6,high-energy,F#/Gb,emotionally positive,1902.0,Maluma ,Hawái  Remix,60.0,1.0,10.0,0,787722.0,21753013.0
Run Me Dry,Bryson Tiller ,5GG3knKdxKWrNboRijxeKF,169.267,0.756,193.88,0,4,0.602,9,high-energy,A,emotionally positive,1903.0,Bryson Tiller ,Run Me Dry,109.0,0.0,60.0,0,429800.0,21743999.0
Gorgeous,Taylor Swift ,1ZY1PqizIl78geGM4xWlEA,209.68,0.535,92.027,1,4,0.451,7,high-medium energy,G,emotionally negative,1904.0,Taylor Swift ,Gorgeous,62.0,5.0,2.0,(x1),1492984.0,21743680.0
QUE PRETENDES,J Balvin ,25ZAibhr3bdlMCLmubZDVt,222.347,0.791,92.603,0,4,0.939,10,high-energy,A#/Bb,highly emotionally positive,1905.0,J Balvin ,QUE PRETENDES,73.0,0.0,16.0,0,830916.0,21706354.0
FEAR.,Kendrick Lamar ,23luOrEVHMfoX0AhfbQuS6,460.573,0.479,150.414,1,4,0.434,1,low-medium energy,C#/Db,emotionally negative,1906.0,Kendrick Lamar ,FEAR.,49.0,0.0,13.0,0,1708979.0,21644521.0
Tampa,Cico P ,4tB6ApBRk7JEBKet5mRFF3,176.16,0.407,77.031,0,4,0.751,8,low-medium energy,G#/Ab,highly emotionally positive,1907.0,Cico P ,Tampa,73.0,0.0,42.0,0,412835.0,21632969.0
Make Me...,Britney Spears ,7JGoiIouGqreRXOrHFAIyr,230.253,0.695,123.001,0,4,0.588,7,high-medium energy,G,emotionally positive,1908.0,Britney Spears ,Make Me...,77.0,0.0,22.0,0,515668.0,21617745.0
I Got the Keys,DJ Khaled ,51Nwg5wCDDiqcTntgJUlLo,219.759,0.623,140.171,1,4,0.176,1,high-medium energy,C#/Db,highly emotionally negative,1909.0,DJ Khaled ,I Got the Keys,112.0,0.0,63.0,0,291047.0,21599627.0
865,Morgan Wallen ,0sKEilrw1GrBlG6qsTCrP4,190.68,0.584,88.003,1,4,0.367,8,high-medium energy,G#/Ab,emotionally negative,1910.0,Morgan Wallen ,865,63.0,2.0,6.0,0,907152.0,21590002.0
all my friends,21 Savage ,4paAidoE8VAemwU4jgCc6l,211.785,0.62,130.09,1,4,0.206,0,high-medium energy,C,highly emotionally negative,1911.0,21 Savage ,all my friends,54.0,0.0,11.0,0,1167949.0,21562563.0
FML,Arizona Zervas ,6lruHh1jF7ezgbLv72xYmf,223.0,0.575,100.087,1,4,0.616,5,high-medium energy,F,emotionally positive,1912.0,Arizona Zervas ,FML,68.0,0.0,64.0,0,423360.0,21556891.0
Somewhere On A Beach,Dierks Bentley ,5CG9Ps5ynNjpKJHmwc95pa,197.12,0.638,144.042,1,4,0.438,7,high-medium energy,G,emotionally negative,1913.0,Dierks Bentley ,Somewhere On A Beach,150.0,0.0,110.0,0,179276.0,21539920.0
Live From The Gutter,Drake ,2uTG00P1DkhB97pdITkl2O,211.643,0.49,165.948,1,4,0.307,7,low-medium energy,G,emotionally negative,1914.0,Drake ,Live From The Gutter,138.0,0.0,23.0,0,332190.0,21529713.0
come out and play,Billie Eilish ,7wC5eZcFS1Q1BsQ35DU6H4,210.376,0.321,145.045,1,4,0.177,0,low-medium energy,C,highly emotionally negative,1915.0,Billie Eilish ,come out and play,58.0,0.0,13.0,0,839926.0,21503308.0
I Think I'm OKAY,Machine Gun Kelly ,2gTdDMpNxIRFSiu7HutMCg,169.397,0.744,119.921,1,4,0.277,7,high-medium energy,G,emotionally negative,1916.0,Machine Gun Kelly ,I Think I'm OKAY,64.0,0.0,29.0,0,534015.0,21490652.0
BackOutsideBoyz,Drake ,0wshkEEcJUQU33RSRBb5dv,152.962,0.433,142.11,0,4,0.395,5,low-medium energy,F,emotionally negative,1917.0,Drake ,BackOutsideBoyz,27.0,4.0,7.0,0,3519029.0,21482496.0
Neon Guts,Lil Uzi Vert ,1MJErNPIQUoEMu4YUUmecm,258.789,0.563,119.934,0,4,0.412,1,high-medium energy,C#/Db,emotionally negative,1918.0,Lil Uzi Vert ,Neon Guts,86.0,0.0,34.0,0,676305.0,21464064.0
OMG,Camila Cabello ,4xBjsLUSjcx2h7PcRikpQp,228.893,0.576,139.953,0,4,0.167,5,high-medium energy,F,highly emotionally negative,1919.0,Camila Cabello ,OMG,70.0,0.0,58.0,0,386444.0,21461215.0
Blue Tint,Drake ,4n1bdaKwynQndm47x5HqWX,162.8,0.372,133.997,0,4,0.123,7,low-medium energy,G,highly emotionally negative,1920.0,Drake ,Blue Tint,39.0,0.0,18.0,0,2228081.0,21455091.0
Real As It Gets,Lil Baby ,7eX3um6NpOQKWJMGCi97XD,192.804,0.705,140.005,0,4,0.196,6,high-medium energy,F#/Gb,highly emotionally negative,1921.0,Lil Baby ,Real As It Gets,76.0,0.0,14.0,0,697333.0,21445464.0
Still Got Time,ZAYN ,000xQL6tZNLJzIrtIgxqSl,188.491,0.627,120.963,1,4,0.524,7,high-medium energy,G,emotionally positive,1922.0,ZAYN ,Still Got Time,70.0,0.0,52.0,0,488415.0,21424566.0
Another One Bites The Dust  Remastered 2011,Queen ,57JVGBtBLCfHw2muk5416J,214.653,0.528,109.975,0,4,0.756,5,high-medium energy,F,highly emotionally positive,1923.0,Queen ,Another One Bites The Dust  Remastered 2011,84.0,0.0,88.0,0,326221.0,21424303.0
ilomilo,Billie Eilish ,7qEKqBCD2vE5vIBsrUitpD,156.371,0.423,120.02,0,4,0.572,5,low-medium energy,F,emotionally positive,1924.0,Billie Eilish ,ilomilo,51.0,0.0,12.0,0,1287146.0,21362276.0
Hrs and Hrs,Muni Long ,3ncmoWTwJgx63LwMTyBCXf,204.317,0.546,137.419,0,3,0.634,8,high-medium energy,G#/Ab,emotionally positive,1925.0,Muni Long ,Hrs and Hrs,69.0,0.0,49.0,0,385296.0,21356296.0
Down Bad,Dreamville ,36J0iaPDGbYGsHvYpaYs3k,169.147,0.586,149.804,1,4,0.719,0,high-medium energy,C,emotionally positive,1926.0,Dreamville ,Down Bad,57.0,0.0,12.0,0,896036.0,21268843.0
Knock Knock,SoFaygo ,6aHoPULNO7pSL2ZfUY0bU8,139.729,0.629,125.935,0,4,0.683,1,high-medium energy,C#/Db,emotionally positive,1927.0,SoFaygo ,Knock Knock,94.0,0.0,121.0,0,259109.0,21263127.0
Merry Christmas Darling  Remix,Carpenters ,0z5HSQGWgnjdNvwbOmhB2w,186.973,0.205,81.586,1,4,0.166,7,low energy,G,highly emotionally negative,1928.0,Carpenters ,Merry Christmas Darling  Remix,55.0,0.0,50.0,0,1048579.0,21243685.0
GRoCERIES,Chance the Rapper ,0yFvWTLs3iIwDbc91noXGT,226.846,0.596,144.038,0,4,0.701,0,high-medium energy,C,emotionally positive,1929.0,Chance the Rapper ,GRoCERIES,70.0,0.0,35.0,0,701457.0,21238388.0
No Frauds,Nicki Minaj ,7KcGEssn7BnJdTgildK5y0,272.453,0.558,139.061,1,4,0.432,1,high-medium energy,C#/Db,emotionally negative,1930.0,Nicki Minaj ,No Frauds,82.0,0.0,18.0,0,783819.0,21231796.0
The Way Life Goes,Lil Uzi Vert ,2eAZfqOm4EnOF9VvN50Tyc,221.747,0.757,82.008,1,4,0.696,1,high-energy,C#/Db,emotionally positive,118.0,Lil Uzi Vert ,The Way Life Goes,834.0,21.0,4.0,0,1232419.0,260565170.0
The Way Life Goes,Lil Uzi Vert ,2eAZfqOm4EnOF9VvN50Tyc,221.747,0.757,82.008,1,4,0.696,1,high-energy,C#/Db,emotionally positive,1931.0,Lil Uzi Vert ,The Way Life Goes,83.0,0.0,58.0,0,363020.0,21224418.0
Deep End Freestyle,Sleepy Hallow ,2AlYncTpVHKwHb55F9lF6O,115.2,0.479,133.928,0,4,0.776,4,low-medium energy,E,highly emotionally positive,1932.0,Sleepy Hallow ,Deep End Freestyle,57.0,0.0,21.0,0,549683.0,21203148.0
Deep End Freestyle,Sleepy Hallow ,2AlYncTpVHKwHb55F9lF6O,115.2,0.479,133.928,0,4,0.776,4,low-medium energy,E,highly emotionally positive,2778.0,Sleepy Hallow ,Deep End Freestyle,28.0,0.0,29.0,0,516299.0,10752006.0
Die From A Broken Heart,Maddie & Tae ,3DA4SE262k6rdEtlHteNyq,188.32,0.522,76.042,1,4,0.443,9,high-medium energy,A,emotionally negative,1933.0,Maddie & Tae ,Die From A Broken Heart,85.0,0.0,97.0,0,316420.0,21195966.0
New Level,A$AP Ferg ,11BIoKDpTJHX5mZt6p566h,267.212,0.655,121.127,0,4,0.156,1,high-medium energy,C#/Db,highly emotionally negative,1934.0,A$AP Ferg ,New Level,156.0,0.0,83.0,0,215966.0,21186972.0
High Infidelity,Taylor Swift ,5kiZGSxgqPdv6rbqL9THdd,231.475,0.529,87.862,1,4,0.755,10,high-medium energy,A#/Bb,highly emotionally positive,1935.0,Taylor Swift ,High Infidelity,36.0,0.0,19.0,0,1633494.0,21185565.0
Fr Fr,Wiz Khalifa ,1RagpNpkD3KcjXMLGMe99V,195.591,0.493,140.057,0,4,0.327,1,low-medium energy,C#/Db,emotionally negative,1936.0,Wiz Khalifa ,Fr Fr,68.0,0.0,45.0,0,522717.0,21156954.0
Jingle Bell Rock  Daryl's Version,Daryl Hall & John Oates ,6pVW5LRWgeLaHudxauOTJU,126.36,0.841,128.706,1,4,0.84,2,high-energy,D,highly emotionally positive,1937.0,Daryl Hall & John Oates ,Jingle Bell Rock  Daryl's Version,61.0,0.0,45.0,0,826941.0,21137983.0
Sex With Me,Rihanna ,7BiELrM90hRxpozaIXbsLw,206.4,0.532,112.049,0,4,0.39,1,high-medium energy,C#/Db,emotionally negative,1938.0,Rihanna ,Sex With Me,135.0,0.0,84.0,0,244143.0,21127284.0
Have Mercy,Chlöe ,5SixeLvPsYpk7qq9lo5xYg,148.779,0.535,130.022,1,4,0.508,9,high-medium energy,A,emotionally positive,1939.0,Chlöe ,Have Mercy,64.0,0.0,36.0,0,463601.0,21119892.0
NDA,Billie Eilish ,38GBNKZUhfBkk3oNlWzRYd,195.777,0.373,85.016,1,4,0.554,8,low-medium energy,G#/Ab,emotionally positive,1940.0,Billie Eilish ,NDA,46.0,2.0,5.0,0,1167545.0,21104010.0
Yo  She Knows,Ne,7seTcUFOhn5caSDbiSfsp0,214.726,0.572,139.982,0,4,0.574,8,high-medium energy,G#/Ab,emotionally positive,1941.0,Ne,Yo  She Knows,149.0,0.0,19.0,0,286697.0,21102722.0
Shots,Lil Tecca ,6eSU1exzDvBEXmBRxspeh5,109.373,0.582,108.028,0,4,0.51,7,high-medium energy,G,emotionally positive,1942.0,Lil Tecca ,Shots,68.0,0.0,34.0,0,634209.0,21075698.0
Right Back,Khalid ,6PYnUsNEpYC7A4BS2sjw3L,255.0,0.428,97.001,0,4,0.556,5,low-medium energy,F,emotionally positive,1943.0,Khalid ,Right Back,69.0,0.0,53.0,0,388819.0,21065277.0
